login,activo_roster_A,target_formacion,target_puesto_id,requisito_grupo,certificacion_faltante,grupo_completo,target_completo
aarminga,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
aarminga,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
aarminga,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
aarminga,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
aarminga,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aarminga,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
aarminga,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aarminga,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
aarminga,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aarminga,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
aarminga,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
aarminga,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
aarminga,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
aaromara,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
aaromara,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
aaromara,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
aaromara,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
aaromara,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aaromara,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
aaromara,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aaromara,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
aaromara,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aaromara,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
aaromara,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
aaromara,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
aaromara,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
abcatali,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
abcatali,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
abcatali,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
abcatali,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
abcatali,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abcatali,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
abcatali,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abcatali,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
abcatali,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abcatali,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
abcatali,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
abcatali,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
abcatali,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
abelzamb,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
abelzamb,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
abelzamb,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
abelzamb,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
abelzamb,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abelzamb,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abelzamb,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abelzamb,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
abelzamb,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
abragut,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
abragut,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
abragut,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
abragut,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
abragut,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abragut,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
abragut,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abragut,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
abragut,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abragut,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
abragut,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
abragut,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
abuinca,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
abuinca,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
abuinca,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
abuinca,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
abuinca,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abuinca,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
abuinca,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abuinca,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
abuinca,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
abuinca,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
abuinca,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
abuinca,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
abuinca,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
achrraf,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
achrraf,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
achrraf,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
achrraf,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
achrraf,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
achrraf,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
achrraf,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
achrraf,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
achrraf,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
achrraf,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
achrraf,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
achrraf,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
achrraf,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
adespe,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
adespe,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
adespe,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
adespe,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
adespe,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
adespe,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
adespe,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
adespe,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
adespe,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
adespe,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
adespe,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
adespe,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
adespe,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
adiosmar,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
adiosmar,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
adiosmar,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
adiosmar,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
adiosmar,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
adiosmar,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
adiosmar,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
adiosmar,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
adiosmar,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
adiosmar,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
adiosmar,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
adiosmar,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
adiosmar,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
afapaulo,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
afapaulo,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
afapaulo,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
afapaulo,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
afapaulo,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
afapaulo,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
afapaulo,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
afapaulo,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
afapaulo,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
afapaulo,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
afapaulo,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
afapaulo,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
afapaulo,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
agrjorge,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
agrjorge,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
agrjorge,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
agrjorge,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
agrjorge,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
agrjorge,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
agrjorge,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
agrjorge,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
agrjorge,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
agrjorge,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
agrjorge,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
agrjorge,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
ahumadmj,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
ahumadmj,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
ahumadmj,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
ahumadmj,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
ahumadmj,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ahumadmj,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
ahumadmj,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ahumadmj,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
ahumadmj,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ahumadmj,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
ahumadmj,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
ahumadmj,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
ahumadmj,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
aibanezr,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
aibanezr,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
aibanezr,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
aibanezr,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
aibanezr,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aibanezr,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
aibanezr,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aibanezr,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
aibanezr,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aibanezr,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
aibanezr,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
aibanezr,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
aibanezr,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
aitgar,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
aitgar,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
aitgar,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
aitgar,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
aitgar,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aitgar,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
aitgar,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aitgar,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
aitgar,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aitgar,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
aitgar,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
aitgar,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
aitgar,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
ajsrdr,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
ajsrdr,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
ajsrdr,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
ajsrdr,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
ajsrdr,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ajsrdr,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
ajsrdr,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ajsrdr,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
ajsrdr,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ajsrdr,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
ajsrdr,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
ajsrdr,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
ajsrdr,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
alarluis,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alarluis,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alarluis,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alarluis,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alarluis,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alarluis,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alarluis,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alarluis,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alarluis,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alarluis,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alarluis,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alarluis,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alarluis,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
alasalob,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alasalob,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alasalob,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alasalob,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alasalob,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alasalob,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alasalob,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alasalob,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alasalob,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alasalob,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alasalob,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alasalob,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alasalob,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
albaport,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
albaport,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
albaport,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
albaport,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
albaport,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
albaport,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
albaport,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
albaport,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
albaport,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
albaport,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
albaport,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
albaport,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
albaport,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
alberedo,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alberedo,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alberedo,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alberedo,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alberedo,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alberedo,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alberedo,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alberedo,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alberedo,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alberedo,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alberedo,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alberedo,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alberedo,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
albouzia,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
albouzia,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
albouzia,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
albouzia,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
albouzia,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
albouzia,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
albouzia,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
albouzia,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
albouzia,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
albouzia,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
albouzia,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
albouzia,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
albouzia,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
alcadang,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alcadang,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alcadang,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alcadang,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alcadang,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alcadang,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alcadang,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alcadang,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alcadang,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alcadang,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alcadang,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alcadang,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alealcac,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alealcac,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alealcac,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alealcac,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alealcac,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alealcac,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alealcac,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alealcac,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alealcac,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alealcac,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alealcac,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alealcac,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alealcac,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
aleiva,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
aleiva,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
aleiva,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
