login,activo_roster_A,target_formacion,target_puesto_id,requisito_grupo,certificacion_faltante,grupo_completo,target_completo
osoriomr,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osoriomr,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osoriomr,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osoriomr,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
osoriomr,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
ospelegr,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
ospelegr,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
ospelegr,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
ospelegr,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
ospelegr,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ospelegr,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
ospelegr,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ospelegr,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
ospelegr,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ospelegr,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
ospelegr,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
ospelegr,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
ospelegr,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
osrobinj,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
osrobinj,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
osrobinj,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
osrobinj,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
osrobinj,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osrobinj,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
osrobinj,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osrobinj,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
osrobinj,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osrobinj,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
osrobinj,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
osrobinj,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
osrobinj,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
osvaljav,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
osvaljav,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
osvaljav,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
osvaljav,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
osvaljav,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osvaljav,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
osvaljav,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osvaljav,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
osvaljav,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
osvaljav,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
osvaljav,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
osvaljav,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
osvaljav,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
oufkirm,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
oufkirm,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
oufkirm,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
oufkirm,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
oufkirm,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
oufkirm,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
oufkirm,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
oufkirm,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
oufkirm,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
oufkirm,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
oufkirm,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
oufkirm,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
oufkirm,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
oumadine,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
oumadine,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
oumadine,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
oumadine,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
oumadine,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
oumadine,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
oumadine,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
oumadine,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
oumadine,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
oumadine,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
oumadine,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
oumadine,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
oumadine,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
pabsua,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pabsua,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pabsua,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
pabsua,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
pabsua,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pabsua,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
pabsua,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pabsua,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
pabsua,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pabsua,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pabsua,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
pabsua,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pabsua,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
paguemar,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
paguemar,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
paguemar,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
paguemar,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
paguemar,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paguemar,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
paguemar,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paguemar,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
paguemar,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paguemar,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
paguemar,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
paguemar,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
paguemar,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
paherraw,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
paherraw,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
paherraw,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
paherraw,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
paherraw,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paherraw,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
paherraw,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paherraw,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
paherraw,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paherraw,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
paherraw,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
paherraw,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
paherraw,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
pallarla,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pallarla,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pallarla,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
pallarla,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
pallarla,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pallarla,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
pallarla,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pallarla,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
pallarla,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pallarla,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pallarla,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
pallarla,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pallarla,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
palomifr,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
palomifr,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
palomifr,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
palomifr,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
palomifr,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
palomifr,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
palomifr,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
palomifr,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
palomifr,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
palomifr,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
palomifr,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
palomifr,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
palomifr,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
pastorme,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pastorme,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pastorme,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pastorme,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pastorme,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pastorme,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pastorme,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pauarang,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pauarang,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pauarang,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
pauarang,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
pauarang,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pauarang,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
pauarang,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pauarang,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
pauarang,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pauarang,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pauarang,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
pauarang,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pauarang,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
paudofus,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
paudofus,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
paudofus,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
paudofus,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
paudofus,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paudofus,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
paudofus,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paudofus,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
paudofus,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paudofus,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
paudofus,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
paudofus,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
paudofus,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
paulaafr,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
paulaafr,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
paulaafr,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
paulaafr,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
paulaafr,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paulaafr,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
paulaafr,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paulaafr,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
paulaafr,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paulaafr,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
paulaafr,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
paulaafr,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
paulaafr,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
paulagd,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
paulagd,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
paulagd,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
paulagd,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
paulagd,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paulagd,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
paulagd,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paulagd,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
paulagd,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paulagd,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
paulagd,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
paulagd,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
paulagd,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
paullado,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
paullado,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
paullado,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
paullado,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
paullado,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paullado,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
paullado,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paullado,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
paullado,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
paullado,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
paullado,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
paullado,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
paullado,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
pcaramos,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pcaramos,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pcaramos,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
pcaramos,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
pcaramos,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pcaramos,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
pcaramos,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pcaramos,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
pcaramos,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pcaramos,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pcaramos,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
pcaramos,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pcaramos,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
pdanprie,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pdanprie,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pdanprie,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
pdanprie,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
pdanprie,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pdanprie,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
pdanprie,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pdanprie,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
pdanprie,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pdanprie,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pdanprie,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
pdanprie,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pdanprie,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
pdelolmo,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pdelolmo,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pdelolmo,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
pdelolmo,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
pdelolmo,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pdelolmo,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
pdelolmo,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pdelolmo,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
pdelolmo,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pdelolmo,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pdelolmo,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
pdelolmo,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pdelolmo,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
pedanasa,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pedanasa,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pedanasa,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
pedanasa,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
pedanasa,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pedanasa,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
pedanasa,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pedanasa,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
pedanasa,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pedanasa,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pedanasa,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
pedanasa,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pedanasa,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
pedsancr,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
pedsancr,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
pedsancr,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
pedsancr,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
pedsancr,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pedsancr,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
pedsancr,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pedsancr,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
pedsancr,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
pedsancr,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
pedsancr,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
pedsancr,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
pedsancr,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
penaarel,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
penaarel,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
penaarel,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
penaarel,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
penaarel,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
penaarel,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
penaarel,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
penaarel,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
