login,activo_roster_A,ib_any_by_process,earned_cert_count,target__ocean,target__ocean_cartonmover,target__corral,target__dock_repaletizado,target__ergopack,target__fluid,target__stow_cart_runner,cert__eucf_ilt_sdlp_all_dock_safety_training,cert__eutom_slot_training,cert__eucf_ilt_all_pit_safety_high,cert__eucf_ntu_ist_corral,cert__eucf_ilt_all_corral,cert__eucf_ilt_all_wrapping_unwrapping_pallets,cert__eucf_ilt_all_ergo_pack,cert__eucf_ilt_all_cart_handler_stow,cert__eucf_ntu_all_pit_tugw,missing_targets,missing_certificates_any_target,cumple_todos_objetivo
aarminga,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
aaromara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
abcatali,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
abelzamb,1,1,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_IST_ Corral,0
abragut,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
abuinca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
achrraf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
adespe,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
adiosmar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
afapaulo,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
agrjorge,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
ahumadmj,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
aibanezr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
aitgar,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
ajsrdr,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
alarluis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
alasalob,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
albaport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
alberedo,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
albouzia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
alcadang,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
alealcac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
aleiva,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
alejacoe,1,1,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_IST_ Corral,0
alejjsa,1,1,129,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Ergo_Pack,0
alejmino,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
aletolea,1,1,75,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,Corral | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_NTU_IST_ Corral,0
alevatca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
algagote,1,1,70,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0
alinaoat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
alonlopn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
alvveros,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
amillped,1,1,84,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,Corral | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_NTU_IST_ Corral,0
anacabri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
anaramii,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
anavivej,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
anbaronj,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
anderodc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
andregev,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
andrquej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
andrrrub,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
angfreyl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
angtenal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
anorodye,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
anqsant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
anstagno,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
antongaq,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
antoshke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
anvelasz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corral | Dock Repaletizado | Ergopack | Fluid | Ocean | Ocean CartonMover | Stow Cart Runner,EUCF_ ILT/SDLP_ALL_Dock Safety Training | EUCF_ ILT_ALL_PIT Safety_High | EUCF_ILT_ALL_Cart Handler Stow | EUCF_ILT_ALL_Corral | EUCF_ILT_ALL_Ergo_Pack | EUCF_ILT_ALL_Wrapping Unwrapping Pallets | EUCF_NTU_ALL_PIT_TUGW | EUCF_NTU_IST_ Corral | EUTOM_SLOT Training,0
